country,population,land_area_skm,pop_density,pop_largest_city,gdp_capita,life_expectancy,region,income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Algeria,42228429,2381740,17.7300750711665,2693542,4764.37563637977,76.499,Middle East & North Africa,Upper middle income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Andorra,77006,470,163.842553191489,NA,44569.7830090145,NA,Europe & Central Asia,High income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Argentina,44494502,2736690,16.2585100979651,14966530,10043.5085520823,76.372,Latin America & Caribbean,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Armenia,2951776,28470,103.680224798033,1080324,4406.70643395879,74.797,Europe & Central Asia,Upper middle income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Australia,24992369,7692020,3.24912948744283,4792281,56842.3055122125,82.4975609756098,East Asia & Pacific,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Austria,8847037,82522.998046875,107.206926667578,1900547,50019.8702125281,81.6414634146342,Europe & Central Asia,High income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Azerbaijan,9942334,82670,120.265319946776,2285729,5768.99240538437,72.693,Europe & Central Asia,Upper middle income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bahrain,1569439,778.000030517578,2017.27369979138,564631,21438.409900445102,77.032,Middle East & North Africa,High income
Bangladesh,161356039,130170,1239.57931166936,19578421,1203.21626488899,72.052,South Asia,Lower middle income
Bangladesh,161356039,130170,1239.57931166936,19578421,1203.21626488899,72.052,South Asia,Lower middle income
Bangladesh,161356039,130170,1239.57931166936,19578421,1203.21626488899,72.052,South Asia,Lower middle income
Bangladesh,161356039,130170,1239.57931166936,19578421,1203.21626488899,72.052,South Asia,Lower middle income
Bangladesh,161356039,130170,1239.57931166936,19578421,1203.21626488899,72.052,South Asia,Lower middle income
Bangladesh,161356039,130170,1239.57931166936,19578421,1203.21626488899,72.052,South Asia,Lower middle income
Bangladesh,161356039,130170,1239.57931166936,19578421,1203.21626488899,72.052,South Asia,Lower middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belarus,9485386,202988.0078125,46.7287999040892,2004672,6744.49866958786,74.1292682926829,Europe & Central Asia,Upper middle income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Belgium,11422068,30280,377.214927344782,2049510,47166.4843582889,81.4390243902439,Europe & Central Asia,High income
Bolivia,11353142,1083300,10.4801458506416,1814087,2559.51131656583,70.945,Latin America & Caribbean,Lower middle income
Bolivia,11353142,1083300,10.4801458506416,1814087,2559.51131656583,70.945,Latin America & Caribbean,Lower middle income
Bolivia,11353142,1083300,10.4801458506416,1814087,2559.51131656583,70.945,Latin America & Caribbean,Lower middle income
Bolivia,11353142,1083300,10.4801458506416,1814087,2559.51131656583,70.945,Latin America & Caribbean,Lower middle income
Bolivia,11353142,1083300,10.4801458506416,1814087,2559.51131656583,70.945,Latin America & Caribbean,Lower middle income
Bolivia,11353142,1083300,10.4801458506416,1814087,2559.51131656583,70.945,Latin America & Caribbean,Lower middle income
Bolivia,11353142,1083300,10.4801458506416,1814087,2559.51131656583,70.945,Latin America & Caribbean,Lower middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,3323929,51200,64.92048828125,342577,6032.24619878815,77.128,Europe & Central Asia,Upper middle income
Brazil,209469333,8358140,25.0617162430876,21650181,11026.2412096851,75.456,Latin America & Caribbean,Upper middle income
